,interval start,interval end,newNTC
0,14.01.2019 07:00,14.01.2019 08:00,0
1,14.01.2019 08:00,14.01.2019 09:00,0
2,14.01.2019 09:00,14.01.2019 10:00,0
3,14.01.2019 10:00,14.01.2019 11:00,0
4,14.01.2019 11:00,14.01.2019 12:00,0
5,14.01.2019 12:00,14.01.2019 13:00,0
6,14.01.2019 13:00,14.01.2019 14:00,0
7,14.01.2019 14:00,14.01.2019 15:00,0
8,14.01.2019 15:00,14.01.2019 16:00,0
9,14.01.2019 16:00,14.01.2019 17:00,0
