,interval start,interval end,newNTC
0,14.01.2019 07:00,14.01.2019 08:00,-100
1,14.01.2019 08:00,14.01.2019 09:00,-100
2,14.01.2019 09:00,14.01.2019 10:00,-100
3,14.01.2019 10:00,14.01.2019 11:00,-100
4,14.01.2019 11:00,14.01.2019 12:00,-100
5,14.01.2019 12:00,14.01.2019 13:00,-100
6,14.01.2019 13:00,14.01.2019 14:00,-100
7,14.01.2019 14:00,14.01.2019 15:00,-100
8,14.01.2019 15:00,14.01.2019 16:00,-100
9,14.01.2019 16:00,14.01.2019 17:00,-100
